phase,subject,subjectTitle,unit,topic,title,status,editorialStatus,questions,reviewedAt,url
"2","marketing","Marketing","foundations","digital-advertising","Digital Advertising","NOT_STARTED","","","",""
"2","marketing","Marketing","foundations","seo-basics","SEO Basics","NOT_STARTED","","","",""
"2","marketing","Marketing","foundations","customer-journey","Customer Journey","NOT_STARTED","","","",""
"2","marketing","Marketing","foundations","conversion","Conversion","NOT_STARTED","","","",""
"2","marketing","Marketing","foundations","marketing-analytics","Marketing Analytics","NOT_STARTED","","","",""
"2","marketing","Marketing","foundations","ethics-in-marketing","Ethics in Marketing","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","management-versus-leadership","Management Versus Leadership","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","planning","Planning","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","organizing","Organizing","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","leading","Leading","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","controlling","Controlling","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","leadership-styles","Leadership Styles","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","motivation","Motivation","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","goal-setting","Goal Setting","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","decision-making","Decision-Making","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","delegation","Delegation","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","teams","Teams","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","team-development","Team Development","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","organizational-behavior","Organizational Behavior","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","organizational-culture","Organizational Culture","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","communication","Communication","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","conflict-resolution","Conflict Resolution","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","negotiation","Negotiation","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","performance-management","Performance Management","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","employee-engagement","Employee Engagement","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","change-management","Change Management","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","power-and-influence","Power and Influence","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","ethics","Ethics","NOT_STARTED","","","",""
"2","management-and-leadership","Management & Leadership","foundations","diversity-and-inclusion","Diversity and Inclusion","NOT_STARTED","","","",""
"3","entrepreneurship","Entrepreneurship","foundations","what-entrepreneurship-is","What Entrepreneurship Is","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","finding-business-ideas","Finding Business Ideas","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","problem-identification","Problem Identification","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","customer-discovery","Customer Discovery","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","customer-interviews","Customer Interviews","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","value-proposition","Value Proposition","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","market-research","Market Research","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","competitor-analysis","Competitor Analysis","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","business-models","Business Models","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","business-model-canvas","Business Model Canvas","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","minimum-viable-product","Minimum Viable Product","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","product-market-fit","Product-Market Fit","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","pricing","Pricing","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","branding","Branding","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","marketing","Marketing","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","sales","Sales","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","startup-costs","Startup Costs","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","bootstrapping","Bootstrapping","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","startup-funding","Startup Funding","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","pitching","Pitching","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","entrepreneurship","Entrepreneurship","foundations","financial-projections","Financial Projections","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","legal-structure-basics","Legal Structure Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","entrepreneurship","Entrepreneurship","foundations","intellectual-property-basics","Intellectual Property Basics","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","growth-strategy","Growth Strategy","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","entrepreneurship","Entrepreneurship","foundations","common-startup-failure-modes","Common Startup Failure Modes","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","sources-of-business-law","Sources of Business Law","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","court-systems","Court Systems","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","civil-versus-criminal-law","Civil Versus Criminal Law","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","contracts","Contracts","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","contract-formation","Contract Formation","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","offer","Offer","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","acceptance","Acceptance","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","consideration","Consideration","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","contract-defenses","Contract Defenses","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","contract-remedies","Contract Remedies","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","torts","Torts","READY","READY_TO_PUBLISH","5","2026-08-19",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","negligence","Negligence","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","product-liability","Product Liability","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","agency","Agency","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","employment-law-foundations","Employment Law Foundations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","discrimination-law-foundations","Discrimination Law Foundations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","wage-and-hour-foundations","Wage and Hour Foundations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","business-entities","Business Entities","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","corporations","Corporations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","llcs","LLCs","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","partnerships","Partnerships","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","intellectual-property","Intellectual Property","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","copyright","Copyright","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","trademark","Trademark","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","patent-basics","Patent Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","consumer-protection","Consumer Protection","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","advertising-law","Advertising Law","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","securities-regulation-basics","Securities Regulation Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","compliance","Compliance","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","corporate-ethics","Corporate Ethics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","ethical-decision-making","Ethical Decision-Making","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","use-primary-legal-authorities-wherever-feasible","Use primary legal authorities wherever feasible.","PRUNED","","","",""
"3","business-law-and-ethics","Business Law & Ethics","foundations","clearly-distinguish-educational-explanation-from-legal-advice","Clearly distinguish educational explanation from legal advice.","PRUNED","","","",""
"3","project-management","Project Management","foundations","what-is-a-project","What Is a Project?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-life-cycle","Project Life Cycle","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-initiation","Project Initiation","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-charter","Project Charter","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-scope","Project Scope","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","requirements","Requirements","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","work-breakdown-structure","Work Breakdown Structure","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","scheduling","Scheduling","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","dependencies","Dependencies","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","critical-path-basics","Critical Path Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","milestones","Milestones","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","estimating","Estimating","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","budgeting","Budgeting","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","resource-planning","Resource Planning","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","stakeholders","Stakeholders","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","communication-planning","Communication Planning","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","risk-management","Risk Management","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","risk-register","Risk Register","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","quality-management","Quality Management","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","change-control","Change Control","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-tracking","Project Tracking","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","status-reporting","Status Reporting","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","agile-basics","Agile Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","scrum-basics","Scrum Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","kanban-basics","Kanban Basics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","project-closure","Project Closure","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","retrospectives","Retrospectives","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","lessons-learned","Lessons Learned","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","project-management","Project Management","foundations","part-iv-humanities","PART IV — HUMANITIES","PRUNED","","","",""
"3","english-and-literature","English & Literature","foundations","close-reading","Close Reading","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","annotation","Annotation","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","theme","Theme","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","plot","Plot","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","character","Character","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","setting","Setting","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","point-of-view","Point of View","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","tone","Tone","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","mood","Mood","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","english-and-literature","English & Literature","foundations","symbolism","Symbolism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","imagery","Imagery","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","metaphor","Metaphor","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","simile","Simile","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","irony","Irony","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","allusion","Allusion","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","fiction","Fiction","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","poetry","Poetry","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","drama","Drama","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","literary-analysis","Literary Analysis","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","rhetorical-analysis","Rhetorical Analysis","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","argument","Argument","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","historical-context","Historical Context","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","american-literature-overview","American Literature Overview","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","world-literature-overview","World Literature Overview","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","comparing-texts","Comparing Texts","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","english-and-literature","English & Literature","foundations","writing-about-literature","Writing About Literature","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","what-is-philosophy","What Is Philosophy?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","philosophical-arguments","Philosophical Arguments","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","logic-and-reasoning","Logic and Reasoning","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","epistemology","Epistemology","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","what-is-knowledge","What Is Knowledge?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","skepticism","Skepticism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","metaphysics","Metaphysics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","reality","Reality","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","mind-and-body","Mind and Body","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","personal-identity","Personal Identity","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","free-will","Free Will","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","determinism","Determinism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","ethics","Ethics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","moral-reasoning","Moral Reasoning","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","utilitarianism","Utilitarianism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","deontology","Deontology","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","virtue-ethics","Virtue Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","social-contract-theory","Social Contract Theory","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","justice","Justice","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","rights","Rights","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","equality","Equality","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","applied-ethics","Applied Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","healthcare-ethics","Healthcare Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","technology-ethics","Technology Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","environmental-ethics","Environmental Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","ai-ethics","AI Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","philosophy-of-religion","Philosophy of Religion","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","philosophy-and-ethics","Philosophy & Ethics","foundations","philosophy-of-science","Philosophy of Science","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","what-is-art","What Is Art?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","visual-analysis","Visual Analysis","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","elements-of-art","Elements of Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","line","Line","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","shape","Shape","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","form","Form","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","color","Color","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","texture","Texture","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","space","Space","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","principles-of-design","Principles of Design","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","balance","Balance","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","contrast","Contrast","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","emphasis","Emphasis","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","rhythm","Rhythm","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","ancient-art","Ancient Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","egyptian-art","Egyptian Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","greek-art","Greek Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","roman-art","Roman Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","medieval-art","Medieval Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","renaissance-art","Renaissance Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","baroque-art","Baroque Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","modern-art","Modern Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","impressionism","Impressionism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","expressionism","Expressionism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","cubism","Cubism","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","abstract-art","Abstract Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","contemporary-art","Contemporary Art","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","architecture","Architecture","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","photography","Photography","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","art-and-politics","Art and Politics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","art-and-identity","Art and Identity","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","art-and-religion","Art and Religion","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","museums-and-cultural-context","Museums and Cultural Context","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","ethics-of-cultural-property","Ethics of Cultural Property","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","art-history-and-visual-culture","Art History & Visual Culture","foundations","use-museum-open-access-collections-for-visual-examples","Use museum open-access collections for visual examples.","PRUNED","","","",""
"3","music-appreciation","Music Appreciation","foundations","what-is-music","What Is Music?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","rhythm","Rhythm","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","beat","Beat","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","meter","Meter","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","tempo","Tempo","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","melody","Melody","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","harmony","Harmony","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","chords","Chords","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","texture","Texture","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","timbre","Timbre","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","dynamics","Dynamics","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","form","Form","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","musical-instruments","Musical Instruments","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","orchestra","Orchestra","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","classical-music-overview","Classical Music Overview","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","baroque-music","Baroque Music","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","classical-period","Classical Period","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","romantic-period","Romantic Period","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","modern-music","Modern Music","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","music-appreciation","Music Appreciation","foundations","jazz","Jazz","READY","READY_TO_PUBLISH","5","2026-08-20",""
